id,label,name,email,phone,city,comments,score,start_date,status
placement_89,Placement,,,,,,,2023-09-06,Offered
candidate_90,Candidate,Pamela Williams,martinrebecca@riddle.info,+1-117-798-2265x50454,New Katelynside,,,,
email_90,Email,,martinrebecca@riddle.info,,,,,,
feedback_90,InterviewFeedback,,,,,Make manager political run.,4.0,,
placement_90,Placement,,,,,,,2025-03-11,Ongoing
candidate_91,Candidate,Angela Ramirez,ncrawford@gmail.com,271-243-2397x36414,West Wendy,,,,
email_91,Email,,ncrawford@gmail.com,,,,,,
feedback_91,InterviewFeedback,,,,,National project notice skin citizen several media.,1.0,,
placement_91,Placement,,,,,,,2022-05-09,Ongoing
candidate_92,Candidate,Patricia Thomas,ojackson@hotmail.com,(067)991-8404x272,East Matthewville,,,,
email_92,Email,,ojackson@hotmail.com,,,,,,
feedback_92,InterviewFeedback,,,,,Top end line those.,4.0,,
placement_92,Placement,,,,,,,2020-12-31,Offered
candidate_93,Candidate,Helen Williamson DVM,christopher05@gmail.com,799.701.6375x6890,Vaughnfort,,,,
email_93,Email,,christopher05@gmail.com,,,,,,
feedback_93,InterviewFeedback,,,,,Fight firm treatment less include network fight success.,3.0,,
placement_93,Placement,,,,,,,2025-01-26,Completed
candidate_94,Candidate,William Thomas,joseph95@steele-moyer.info,+1-507-247-6197,West Gabriellaborough,,,,
email_94,Email,,joseph95@steele-moyer.info,,,,,,
feedback_94,InterviewFeedback,,,,,Know information him my mention suddenly blood.,5.0,,
placement_94,Placement,,,,,,,2021-03-20,Ongoing
candidate_95,Candidate,Tara Price,apage@yahoo.com,+1-104-883-3357,Scottport,,,,
email_95,Email,,apage@yahoo.com,,,,,,
feedback_95,InterviewFeedback,,,,,Sound recognize senior rather land although if.,2.0,,
placement_95,Placement,,,,,,,2025-08-01,Completed
candidate_96,Candidate,Anthony Ray,reyesmikayla@hotmail.com,001-586-943-4228,East Marcialand,,,,
email_96,Email,,reyesmikayla@hotmail.com,,,,,,
feedback_96,InterviewFeedback,,,,,Candidate I pay by door.,1.0,,
placement_96,Placement,,,,,,,2021-04-25,Ongoing
candidate_97,Candidate,Jessica Wright,abigail49@buck.biz,001-461-021-1399,Rowlandport,,,,
email_97,Email,,abigail49@buck.biz,,,,,,
feedback_97,InterviewFeedback,,,,,East significant beautiful check computer along risk.,3.0,,
placement_97,Placement,,,,,,,2022-12-31,Ongoing
candidate_98,Candidate,Anna Hubbard,sabrina82@johnson-dunn.com,+1-623-193-7265x917,Garciaborough,,,,
email_98,Email,,sabrina82@johnson-dunn.com,,,,,,
feedback_98,InterviewFeedback,,,,,Certainly himself news join you.,5.0,,
placement_98,Placement,,,,,,,2023-08-13,Ongoing
candidate_99,Candidate,Ronald Sanchez,bpham@hotmail.com,233.501.5106,Shelbybury,,,,
email_99,Email,,bpham@hotmail.com,,,,,,
feedback_99,InterviewFeedback,,,,,Reason situation daughter word mean memory better.,3.0,,
placement_99,Placement,,,,,,,2024-01-16,Offered
